Request ID;Request Criticality (1-5);Time Sent in ms since epoch;Time Received answer in ms since epoch;Total Time in ms
1;2;1516276974294;1516276974315;21
2;1;1516276974294;1516276974363;69
3;1;1516276974294;1516276974389;95
4;2;1516276974294;1516276974384;90
5;1;1516276974294;1516276974344;50
6;1;1516276974294;1516276974380;86
7;1;1516276974294;1516276974345;51
8;2;1516276974294;1516276974368;74
9;3;1516276974294;1516276974322;28
10;2;1516276974294;1516276974320;26
11;5;1516276974294;1516276974318;24
12;2;1516276974294;1516276974358;64
13;3;1516276974294;1516276974339;45
14;2;1516276974294;1516276974325;31
15;1;1516276974294;1516276974331;37
16;1;1516276974294;1516276974339;45
17;2;1516276974294;1516276974334;40
18;2;1516276974294;1516276974370;76
19;1;1516276974294;1516276974336;42
20;1;1516276974294;1516276974390;96
21;1;1516276974294;1516276974341;47
22;2;1516276974294;1516276974381;87
23;1;1516276974294;1516276974380;86
24;2;1516276974294;1516276974312;18
25;2;1516276974294;1516276974362;68
26;1;1516276974294;1516276974328;34
27;2;1516276974294;1516276974371;77
28;1;1516276974294;1516276974316;22
29;3;1516276974294;1516276974369;75
30;1;1516276974294;1516276974381;87
31;1;1516276974294;1516276974296;2
32;2;1516276974294;1516276974337;43
33;2;1516276974294;1516276974338;44
34;2;1516276974294;1516276974381;87
35;3;1516276975295;1516276975352;57
36;1;1516276975295;1516276975387;92
37;2;1516276975295;1516276975334;39
38;2;1516276975295;1516276975345;50
39;2;1516276975295;1516276975310;15
40;1;1516276975295;1516276975404;109
41;1;1516276975296;1516276975345;49
42;2;1516276975296;1516276975376;80
43;1;1516276975296;1516276975349;53
44;1;1516276975296;1516276975380;84
45;2;1516276975296;1516276975374;78
46;2;1516276975296;1516276975318;22
47;1;1516276975296;1516276975327;31
48;2;1516276975296;1516276975362;66
49;1;1516276975296;1516276975394;98
50;5;1516276975296;1516276975336;40
51;2;1516276975296;1516276975332;36
52;1;1516276975296;1516276975378;82
53;1;1516276975296;1516276975377;81
54;1;1516276975296;1516276975330;34
55;5;1516276975296;1516276975335;39
56;2;1516276975296;1516276975359;63
57;1;1516276975296;1516276975340;44
58;2;1516276975296;1516276975299;3
59;5;1516276975296;1516276975317;21
60;1;1516276975296;1516276975366;70
61;2;1516276975296;1516276975343;47
62;2;1516276975296;1516276975347;51
63;2;1516276975296;1516276975333;37
64;1;1516276975296;1516276975345;49
