Request ID;Request Criticality (1-5);Time Sent in ms since epoch;Time Received answer in ms since epoch;Total Time in ms
1;3;1516276914933;1516276914986;53
2;1;1516276914933;1516276915004;71
3;2;1516276914933;1516276914984;51
4;2;1516276914933;1516276914982;49
5;1;1516276914933;1516276914961;28
6;1;1516276914933;1516276915005;72
7;1;1516276914933;1516276915003;70
8;1;1516276914933;1516276915030;97
9;1;1516276914933;1516276914948;15
10;2;1516276914933;1516276914979;46
11;1;1516276914933;1516276914953;20
12;1;1516276914933;1516276914958;25
13;2;1516276914933;1516276914977;44
14;2;1516276914933;1516276915024;91
15;1;1516276914933;1516276914994;61
16;2;1516276914933;1516276915015;82
17;3;1516276914933;1516276914944;11
18;4;1516276914933;1516276914939;6
19;1;1516276914933;1516276914968;35
20;2;1516276914933;1516276915011;78
21;2;1516276914933;1516276915018;85
22;2;1516276914933;1516276914950;17
23;3;1516276914933;1516276914974;41
24;2;1516276914933;1516276915011;78
25;1;1516276914933;1516276914958;25
26;2;1516276914933;1516276915007;74
27;5;1516276914933;1516276914949;16
28;1;1516276914933;1516276914976;43
29;2;1516276914933;1516276914969;36
30;1;1516276914933;1516276914956;23
31;1;1516276914933;1516276914975;42
32;2;1516276914933;1516276914996;63
33;2;1516276914934;1516276914948;14
34;4;1516276914934;1516276914946;12
35;2;1516276914934;1516276914975;41
36;1;1516276914934;1516276914970;36
37;5;1516276914934;1516276914946;12
38;2;1516276914934;1516276915010;76
39;2;1516276914934;1516276914979;45
40;1;1516276914934;1516276915000;66
41;2;1516276914934;1516276914953;19
42;2;1516276914934;1516276915005;71
43;2;1516276914934;1516276914996;62
44;1;1516276914934;1516276915016;82
45;1;1516276914934;1516276914964;30
46;1;1516276914934;1516276914991;57
47;1;1516276914934;1516276915010;76
48;1;1516276914934;1516276914979;45
49;2;1516276914934;1516276915002;68
50;1;1516276914934;1516276914967;33
51;1;1516276914934;1516276915027;93
52;4;1516276914934;1516276914986;52
53;1;1516276914934;1516276915015;81
54;1;1516276914934;1516276915043;109
55;1;1516276914934;1516276914989;55
56;2;1516276914934;1516276914993;59
57;2;1516276914934;1516276914955;21
58;1;1516276914934;1516276915029;95
59;1;1516276914934;1516276915029;95
60;2;1516276914934;1516276914999;65
61;3;1516276914934;1516276914973;39
62;1;1516276914934;1516276914979;45
63;2;1516276914934;1516276914996;62
64;2;1516276914935;1516276914989;54
65;2;1516276914935;1516276914961;26
66;2;1516276914935;1516276915008;73
67;2;1516276914935;1516276914965;30
68;2;1516276914935;1516276914975;40
69;2;1516276914935;1516276915002;67
70;2;1516276914935;1516276915016;81
71;4;1516276914935;1516276914968;33
72;2;1516276914935;1516276914980;45
73;2;1516276914935;1516276914969;34
74;3;1516276914935;1516276914943;8
75;1;1516276914936;1516276914964;28
76;3;1516276914936;1516276914990;54
77;1;1516276914936;1516276914943;7
78;1;1516276914936;1516276915001;65
79;1;1516276914936;1516276914963;27
80;2;1516276914936;1516276914978;42
81;3;1516276914936;1516276914951;15
82;1;1516276914937;1516276915031;94
83;3;1516276914937;1516276914999;62
84;5;1516276914937;1516276914966;29
85;1;1516276914937;1516276914997;60
86;1;1516276914937;1516276915022;85
87;2;1516276914937;1516276915014;77
88;2;1516276914937;1516276915010;73
89;5;1516276914937;1516276914947;10
90;5;1516276914937;1516276914954;17
91;4;1516276914937;1516276914983;46
92;2;1516276914937;1516276914980;43
93;2;1516276914937;1516276914992;55
94;2;1516276914937;1516276915031;94
95;2;1516276914937;1516276915001;64
96;2;1516276914937;1516276914982;45
97;2;1516276914937;1516276915014;77
98;2;1516276914937;1516276915001;64
99;3;1516276914937;1516276914969;32
100;1;1516276914937;1516276914981;44
101;1;1516276914937;1516276915025;88
102;2;1516276914937;1516276914971;34
103;1;1516276914937;1516276915023;86
104;5;1516276914937;1516276914948;11
105;2;1516276914937;1516276914986;49
106;1;1516276914937;1516276914976;39
107;1;1516276914937;1516276915003;66
108;2;1516276914937;1516276914972;35
109;1;1516276914937;1516276915005;68
110;1;1516276914937;1516276915041;104
111;2;1516276914937;1516276915001;64
112;1;1516276914938;1516276915018;80
113;2;1516276914938;1516276914968;30
114;1;1516276914938;1516276914961;23
115;5;1516276914938;1516276914958;20
116;2;1516276914938;1516276914982;44
117;2;1516276914938;1516276915022;84
118;1;1516276914938;1516276914997;59
119;1;1516276914938;1516276914992;54
120;2;1516276914938;1516276914997;59
121;1;1516276914938;1516276915001;63
122;2;1516276914938;1516276914991;53
123;3;1516276914938;1516276914997;59
124;5;1516276914938;1516276914968;30
125;3;1516276914938;1516276914992;54
126;2;1516276914938;1516276914962;24
127;1;1516276914938;1516276915045;107
128;1;1516276914938;1516276914997;59
129;1;1516276914938;1516276915015;77
130;2;1516276914938;1516276914976;38
131;1;1516276914938;1516276915031;93
132;2;1516276914938;1516276914983;45
133;5;1516276914938;1516276914942;4
134;5;1516276914938;1516276914971;33
135;4;1516276914938;1516276914972;34
136;2;1516276914938;1516276914979;41
137;2;1516276914938;1516276914974;36
138;2;1516276914938;1516276914968;30
139;1;1516276914938;1516276915057;119
140;1;1516276914938;1516276914998;60
141;1;1516276914938;1516276915017;79
142;5;1516276914938;1516276914951;13
143;1;1516276914939;1516276915007;68
144;3;1516276914939;1516276915003;64
145;4;1516276914939;1516276914990;51
146;1;1516276914939;1516276914969;30
147;1;1516276914939;1516276914995;56
148;1;1516276914939;1516276915031;92
149;2;1516276914939;1516276914961;22
150;2;1516276914939;1516276914982;43
151;2;1516276914939;1516276914959;20
152;1;1516276914939;1516276914979;40
153;2;1516276914939;1516276914961;22
154;1;1516276914939;1516276915009;70
155;4;1516276914939;1516276914989;50
156;1;1516276914939;1516276915060;121
157;1;1516276914939;1516276915023;84
158;2;1516276914939;1516276915004;65
159;2;1516276914939;1516276915027;88
160;1;1516276914939;1516276914999;60
161;2;1516276914939;1516276914990;51
162;2;1516276914939;1516276914996;57
163;1;1516276914939;1516276914946;7
164;1;1516276914939;1516276914991;52
165;1;1516276914939;1516276915042;103
166;2;1516276914939;1516276914957;18
167;2;1516276914939;1516276915014;75
168;1;1516276914939;1516276914948;9
169;3;1516276914939;1516276915010;71
170;1;1516276914939;1516276914972;33
171;1;1516276914939;1516276914970;31
172;2;1516276914939;1516276914948;9
173;1;1516276914939;1516276914991;52
174;4;1516276914939;1516276914986;47
175;2;1516276914939;1516276914971;32
